"","Student_ID","Semster_Name","Paper 1","Paper 2","Paper 3","Paper 4","Paper 5","Paper 6","Paper 7"
"19361","SID20167720","Sem_1",73,88,79,92,70,79,40
"19362","SID20167720","Sem_2",96,74,45,84,90,95,49
"19363","SID20167720","Sem_3",56,40,85,59,54,52,98
"19364","SID20167720","Sem_4",89,47,42,57,72,100,78
"19365","SID20167720","Sem_5",41,67,84,47,51,42,79
"19366","SID20167720","Sem_6",91,45,42,44,91,54,90
"19368","SID20167720","Sem_8",76,64,61,41,97,49,76
"19369","SID20167731","Sem_1",75,78,88,59,68,81,52
"19370","SID20167731","Sem_2",41,90,76,71,75,57,64
"19372","SID20167731","Sem_4",46,65,69,70,64,40,82
"19373","SID20167731","Sem_5",67,65,40,43,52,74,77
"19375","SID20167731","Sem_7",71,75,73,72,47,96,48
"19376","SID20167731","Sem_8",62,97,95,83,91,45,58
"19377","SID20167733","Sem_1",97,96,86,98,77,77,60
"19378","SID20167733","Sem_2",64,51,96,86,58,62,78
"19379","SID20167733","Sem_3",55,81,71,45,44,64,48
"19380","SID20167733","Sem_4",93,48,89,73,40,80,65
"19381","SID20167733","Sem_5",49,98,51,47,94,94,81
"19382","SID20167733","Sem_6",82,50,52,94,93,20,76
"19383","SID20167733","Sem_7",42,87,88,79,94,74,51
"19385","SID20167740","Sem_1",63,54,77,75,83,94,97
"19386","SID20167740","Sem_2",93,65,89,85,63,51,52
"19387","SID20167740","Sem_3",72,68,41,53,54,71,97
"19388","SID20167740","Sem_4",44,100,63,61,73,97,43
"19389","SID20167740","Sem_5",78,82,64,67,49,71,92
"19390","SID20167740","Sem_6",71,77,97,85,58,90,89
"19391","SID20167740","Sem_7",42,88,87,78,91,69,51
"19392","SID20167740","Sem_8",78,25,79,98,94,66,94
"19393","SID20167752","Sem_1",50,95,99,69,96,55,51
"19395","SID20167752","Sem_3",54,47,40,64,52,80,46
"19396","SID20167752","Sem_4",60,70,48,59,44,57,55
"19397","SID20167752","Sem_5",55,51,88,58,78,92,50
"19398","SID20167752","Sem_6",43,77,69,82,66,59,87
"19399","SID20167752","Sem_7",63,70,69,75,49,81,45
"19401","SID20167757","Sem_1",40,92,60,41,47,100,58
"19403","SID20167757","Sem_3",62,93,55,100,71,41,70
"19404","SID20167757","Sem_4",47,67,43,57,66,49,50
"19405","SID20167757","Sem_5",98,63,68,72,63,90,78
"19408","SID20167757","Sem_8",67,68,89,59,57,96,84
"19409","SID20167760","Sem_1",86,45,45,60,19,27,40
"19410","SID20167760","Sem_2",87,45,69,69,85,97,60
"19411","SID20167760","Sem_3",93,78,85,52,52,87,47
"19412","SID20167760","Sem_4",42,83,73,56,67,63,87
"19414","SID20167760","Sem_6",48,45,48,94,60,59,61
"19416","SID20167760","Sem_8",91,76,50,67,72,81,81
"19417","SID20167763","Sem_1",88,91,44,48,95,55,75
"19418","SID20167763","Sem_2",83,51,51,60,95,86,44
"19419","SID20167763","Sem_3",54,80,94,82,99,87,44
"19420","SID20167763","Sem_4",61,72,82,74,78,83,67
"19421","SID20167763","Sem_5",73,65,50,75,63,66,95
"19422","SID20167763","Sem_6",81,51,93,59,99,96,85
"19423","SID20167763","Sem_7",90,81,82,43,73,47,70
"19424","SID20167763","Sem_8",76,63,54,41,80,83,42
"19425","SID20167769","Sem_1",40,68,78,75,72,79,69
"19426","SID20167769","Sem_2",76,99,45,47,66,99,59
"19428","SID20167769","Sem_4",93,83,74,43,95,43,92
"19430","SID20167769","Sem_6",59,41,73,62,73,60,96
"19431","SID20167769","Sem_7",67,51,45,92,46,59,48
"19432","SID20167769","Sem_8",66,90,53,98,79,40,63
"19433","SID20167783","Sem_1",42,81,100,68,94,66,95
"19434","SID20167783","Sem_2",79,66,71,60,71,73,100
"19435","SID20167783","Sem_3",56,88,90,93,63,57,59
"19436","SID20167783","Sem_4",83,84,66,69,88,71,78
"19437","SID20167783","Sem_5",98,72,71,41,50,78,53
"19438","SID20167783","Sem_6",50,95,91,45,55,44,69
"19439","SID20167783","Sem_7",89,94,51,71,77,64,73
"19440","SID20167783","Sem_8",62,52,68,50,89,56,72
"19441","SID20167820","Sem_1",48,84,97,75,57,43,58
"19442","SID20167820","Sem_2",87,93,46,55,41,68,69
"19443","SID20167820","Sem_3",95,44,68,87,73,58,82
"19444","SID20167820","Sem_4",45,41,53,89,24,43,94
"19445","SID20167820","Sem_5",53,62,74,70,96,40,41
"19446","SID20167820","Sem_6",63,91,86,51,82,58,40
"19447","SID20167820","Sem_7",61,67,82,46,80,99,81
"19448","SID20167820","Sem_8",63,85,88,88,69,49,91
"19449","SID20167831","Sem_1",85,83,86,73,81,62,92
"19450","SID20167831","Sem_2",88,75,85,59,85,54,100
"19451","SID20167831","Sem_3",77,95,76,95,100,59,74
"19452","SID20167831","Sem_4",90,97,53,87,81,73,91
"19453","SID20167831","Sem_5",70,77,84,59,50,54,91
"19454","SID20167831","Sem_6",78,87,45,84,58,92,90
"19455","SID20167831","Sem_7",89,67,76,86,85,51,98
"19456","SID20167831","Sem_8",94,48,59,56,85,92,40
"19457","SID20167833","Sem_1",74,55,69,83,92,67,41
"19458","SID20167833","Sem_2",92,82,42,68,85,57,64
"19459","SID20167833","Sem_3",49,71,99,74,84,74,59
"19460","SID20167833","Sem_4",60,61,95,83,74,96,52
"19461","SID20167833","Sem_5",88,64,65,71,80,94,52
"19462","SID20167833","Sem_6",51,40,47,61,64,91,90
"19463","SID20167833","Sem_7",91,98,63,86,73,60,100
"19465","SID20167836","Sem_1",43,63,70,44,76,90,64
"19466","SID20167836","Sem_2",93,65,74,56,67,78,74
"19468","SID20167836","Sem_4",75,71,76,53,44,88,70
"19469","SID20167836","Sem_5",45,55,24,44,59,65,71
"19470","SID20167836","Sem_6",92,84,52,48,89,86,43
"19471","SID20167836","Sem_7",47,82,46,66,51,73,87
"19472","SID20167836","Sem_8",84,87,41,50,76,90,82
"19474","SID20167839","Sem_2",68,96,65,99,54,98,99
"19475","SID20167839","Sem_3",72,49,57,99,75,96,28
"19476","SID20167839","Sem_4",83,56,96,85,95,51,69
"19477","SID20167839","Sem_5",50,41,78,66,84,91,49
"19478","SID20167839","Sem_6",92,57,66,94,40,45,42
"19479","SID20167839","Sem_7",83,74,94,70,57,49,45
"19480","SID20167839","Sem_8",47,91,97,69,95,88,50
"19481","SID20167841","Sem_1",43,96,63,62,89,69,78
"19482","SID20167841","Sem_2",73,79,99,66,52,82,72
"19483","SID20167841","Sem_3",57,92,95,99,59,61,79
"19486","SID20167841","Sem_6",81,40,95,59,58,54,45
"19487","SID20167841","Sem_7",100,68,55,86,77,87,41
"19488","SID20167841","Sem_8",88,94,73,58,63,100,49
"19489","SID20167845","Sem_1",97,88,64,46,78,98,74
"19490","SID20167845","Sem_2",91,82,81,61,73,92,98
"19493","SID20167845","Sem_5",43,63,81,83,63,69,47
"19494","SID20167845","Sem_6",66,75,89,82,94,49,94
"19495","SID20167845","Sem_7",40,59,79,57,48,67,43
"19496","SID20167845","Sem_8",77,66,71,57,78,79,59
"19497","SID20167870","Sem_1",70,63,78,89,80,67,67
"19498","SID20167870","Sem_2",70,60,64,53,66,74,95
"19499","SID20167870","Sem_3",57,40,56,59,74,66,49
"19500","SID20167870","Sem_4",65,75,99,49,90,62,64
"19501","SID20167870","Sem_5",64,76,94,100,84,50,99
"19502","SID20167870","Sem_6",89,44,75,100,63,100,54
"19503","SID20167870","Sem_7",91,47,95,86,83,41,52
"19504","SID20167870","Sem_8",56,48,52,70,46,71,100
"19505","SID20167878","Sem_1",66,68,73,42,94,55,93
"19507","SID20167878","Sem_3",79,96,94,61,57,88,77
"19508","SID20167878","Sem_4",45,46,67,43,81,44,78
"19509","SID20167878","Sem_5",57,58,90,60,70,46,41
"19510","SID20167878","Sem_6",45,83,66,98,64,91,95
"19511","SID20167878","Sem_7",66,47,53,57,43,89,70
"19513","SID20167893","Sem_1",44,49,50,86,70,47,90
"19514","SID20167893","Sem_2",56,98,59,92,72,77,80
"19515","SID20167893","Sem_3",94,92,51,49,90,48,80
"19516","SID20167893","Sem_4",62,57,71,93,56,95,85
"19517","SID20167893","Sem_5",60,53,65,70,83,68,45
"19518","SID20167893","Sem_6",43,44,46,44,70,50,94
"19519","SID20167893","Sem_7",46,68,40,86,47,98,96
"19520","SID20167893","Sem_8",87,62,56,40,74,74,99
"19521","SID20167916","Sem_1",95,59,48,88,60,76,71
"19522","SID20167916","Sem_2",49,79,47,55,69,95,50
"19523","SID20167916","Sem_3",86,91,90,83,71,41,63
"19524","SID20167916","Sem_4",57,76,53,85,81,81,58
"19526","SID20167916","Sem_6",52,69,97,48,81,83,98
"19527","SID20167916","Sem_7",50,51,55,60,94,85,93
"19528","SID20167916","Sem_8",90,84,60,95,92,62,92
"19529","SID20167925","Sem_1",96,99,84,51,68,64,90
"19530","SID20167925","Sem_2",78,78,95,61,86,69,57
"19531","SID20167925","Sem_3",82,52,86,76,56,52,92
"19535","SID20167925","Sem_7",65,80,43,44,50,67,69
"19536","SID20167925","Sem_8",60,69,90,58,80,89,46
"19537","SID20167935","Sem_1",87,62,82,81,42,20,46
"19538","SID20167935","Sem_2",81,88,90,44,59,96,85
"19539","SID20167935","Sem_3",90,74,90,53,62,91,97
"19540","SID20167935","Sem_4",96,40,55,92,75,59,79
"19542","SID20167935","Sem_6",92,48,83,65,60,65,47
"19543","SID20167935","Sem_7",77,91,81,40,95,72,41
"19544","SID20167935","Sem_8",93,80,55,94,50,64,73
"19546","SID20167956","Sem_2",49,50,43,74,53,75,42
"19548","SID20167956","Sem_4",19,82,72,87,77,82,77
"19549","SID20167956","Sem_5",53,96,43,63,100,72,90
"19550","SID20167956","Sem_6",97,51,44,59,49,67,95
"19551","SID20167956","Sem_7",97,57,48,43,52,84,67
"19553","SID20167961","Sem_1",88,92,98,52,85,93,51
"19554","SID20167961","Sem_2",96,59,43,76,59,69,80
"19555","SID20167961","Sem_3",51,99,78,51,62,43,97
"19556","SID20167961","Sem_4",59,43,48,40,50,81,68
"19557","SID20167961","Sem_5",55,75,85,65,87,70,90
"19559","SID20167961","Sem_7",99,78,53,83,48,48,49
"19560","SID20167961","Sem_8",83,54,43,69,74,53,87
"19561","SID20167970","Sem_1",55,94,41,92,63,48,59
"19562","SID20167970","Sem_2",87,45,59,92,44,48,67
"19563","SID20167970","Sem_3",81,85,42,70,71,90,55
"19564","SID20167970","Sem_4",100,98,94,49,51,92,46
"19565","SID20167970","Sem_5",86,45,53,61,53,50,52
"19566","SID20167970","Sem_6",92,44,75,77,81,52,59
"19567","SID20167970","Sem_7",61,93,43,99,63,51,54
"19568","SID20167970","Sem_8",92,44,80,91,45,82,61
"19569","SID20167975","Sem_1",94,59,52,46,47,40,72
"19572","SID20167975","Sem_4",47,77,43,90,58,95,94
"19574","SID20167975","Sem_6",62,43,70,59,44,62,85
"19575","SID20167975","Sem_7",97,59,80,93,84,84,67
"19577","SID20167994","Sem_1",64,74,89,78,67,81,99
"19578","SID20167994","Sem_2",87,41,93,91,68,81,95
"19579","SID20167994","Sem_3",60,97,74,92,57,63,41
"19580","SID20167994","Sem_4",84,57,83,77,69,41,49
"19581","SID20167994","Sem_5",98,68,47,45,40,62,75
"19582","SID20167994","Sem_6",75,61,77,97,93,50,97
"19583","SID20167994","Sem_7",66,83,81,41,42,41,41
"19584","SID20167994","Sem_8",89,59,95,69,73,63,51
"19585","SID20168009","Sem_1",91,56,58,57,88,76,98
"19586","SID20168009","Sem_2",63,62,56,73,51,42,62
"19587","SID20168009","Sem_3",70,85,72,65,46,97,98
"19588","SID20168009","Sem_4",50,92,67,74,82,81,52
"19589","SID20168009","Sem_5",44,87,59,93,42,69,45
"19590","SID20168009","Sem_6",59,66,40,70,99,56,81
"19591","SID20168009","Sem_7",86,97,73,68,92,65,60
"19592","SID20168009","Sem_8",48,82,41,56,67,68,44
"19593","SID20168021","Sem_1",93,90,70,78,41,40,84
"19594","SID20168021","Sem_2",40,65,87,86,47,100,59
"19595","SID20168021","Sem_3",73,64,67,78,71,82,99
"19596","SID20168021","Sem_4",98,97,91,46,73,70,72
"19597","SID20168021","Sem_5",67,86,40,29,59,81,97
"19598","SID20168021","Sem_6",56,61,61,51,85,41,77
"19599","SID20168021","Sem_7",98,95,80,87,43,75,29
"19600","SID20168021","Sem_8",48,75,89,44,68,80,55
"19601","SID20168034","Sem_1",40,57,96,52,68,70,100
"19602","SID20168034","Sem_2",90,41,76,74,90,71,56
"19603","SID20168034","Sem_3",92,96,96,89,87,99,70
"19604","SID20168034","Sem_4",79,92,90,49,55,85,95
"19605","SID20168034","Sem_5",58,83,96,97,79,77,96
"19606","SID20168034","Sem_6",94,78,78,60,78,56,57
"19607","SID20168034","Sem_7",78,84,58,77,79,98,79
"19608","SID20168034","Sem_8",47,46,50,52,60,71,81
"19609","SID20168037","Sem_1",83,87,54,85,87,85,20
"19610","SID20168037","Sem_2",66,84,59,99,57,59,79
"19611","SID20168037","Sem_3",54,45,79,67,60,81,40
"19612","SID20168037","Sem_4",46,95,45,86,81,60,100
"19613","SID20168037","Sem_5",86,96,90,56,74,91,67
"19614","SID20168037","Sem_6",85,66,74,49,73,71,87
"19615","SID20168037","Sem_7",69,56,43,74,55,94,81
"19616","SID20168037","Sem_8",48,86,66,95,67,74,53
"19617","SID20168039","Sem_1",47,88,51,79,91,40,60
"19618","SID20168039","Sem_2",80,55,67,59,71,67,67
"19619","SID20168039","Sem_3",68,98,59,89,94,95,86
"19620","SID20168039","Sem_4",42,60,73,44,87,90,74
"19621","SID20168039","Sem_5",93,40,51,53,73,69,83
"19622","SID20168039","Sem_6",97,82,90,45,67,54,56
"19623","SID20168039","Sem_7",45,62,87,90,68,43,87
"19624","SID20168039","Sem_8",65,55,60,52,91,40,85
"19625","SID20168048","Sem_1",92,65,70,81,60,83,47
"19626","SID20168048","Sem_2",46,59,100,44,69,78,67
"19627","SID20168048","Sem_3",52,67,60,97,99,64,58
"19628","SID20168048","Sem_4",93,96,88,74,63,55,68
"19629","SID20168048","Sem_5",45,100,97,85,92,98,96
"19630","SID20168048","Sem_6",98,43,98,47,74,83,45
"19631","SID20168048","Sem_7",79,66,93,54,83,91,76
"19632","SID20168048","Sem_8",70,49,79,80,82,46,92
"19633","SID20168057","Sem_1",78,96,76,79,82,92,63
"19634","SID20168057","Sem_2",41,50,66,40,66,44,45
"19635","SID20168057","Sem_3",93,49,45,46,96,81,46
"19636","SID20168057","Sem_4",74,70,67,65,59,81,81
"19637","SID20168057","Sem_5",49,77,54,60,48,95,56
"19639","SID20168057","Sem_7",56,96,49,60,58,74,85
"19641","SID20168066","Sem_1",53,27,70,75,56,46,61
"19642","SID20168066","Sem_2",55,44,72,99,65,91,95
"19643","SID20168066","Sem_3",100,43,54,51,66,83,73
"19644","SID20168066","Sem_4",95,75,97,63,44,61,65
"19645","SID20168066","Sem_5",87,70,82,57,86,54,74
"19646","SID20168066","Sem_6",70,94,70,48,54,66,69
"19647","SID20168066","Sem_7",49,81,65,84,66,63,57
"19648","SID20168066","Sem_8",42,86,88,65,91,83,62
"19649","SID20168082","Sem_1",67,75,80,86,57,77,49
"19650","SID20168082","Sem_2",100,82,47,74,48,41,74
"19651","SID20168082","Sem_3",96,95,41,78,58,56,74
"19652","SID20168082","Sem_4",98,75,50,54,84,96,50
"19653","SID20168082","Sem_5",61,91,65,41,48,73,44
"19654","SID20168082","Sem_6",68,57,85,91,93,84,52
"19655","SID20168082","Sem_7",45,65,63,41,23,88,70
"19656","SID20168082","Sem_8",54,50,54,71,90,81,58
"19657","SID20168084","Sem_1",79,80,49,74,72,88,91
"19658","SID20168084","Sem_2",40,55,61,95,100,69,75
"19659","SID20168084","Sem_3",89,78,91,85,71,74,66
"19660","SID20168084","Sem_4",81,49,84,60,54,77,43
"19661","SID20168084","Sem_5",68,51,69,61,88,84,55
"19662","SID20168084","Sem_6",68,75,63,76,79,40,100
"19664","SID20168084","Sem_8",61,93,53,99,48,40,98
"19665","SID20168088","Sem_1",58,90,56,72,76,90,97
"19666","SID20168088","Sem_2",92,85,60,79,87,94,42
"19667","SID20168088","Sem_3",54,79,98,81,90,87,98
"19668","SID20168088","Sem_4",71,69,64,87,76,60,58
"19669","SID20168088","Sem_5",71,84,98,52,92,84,95
"19670","SID20168088","Sem_6",97,99,50,60,70,61,44
"19672","SID20168088","Sem_8",49,44,61,74,93,81,79
"19673","SID20168102","Sem_1",52,54,85,67,94,73,81
"19674","SID20168102","Sem_2",64,52,44,70,46,64,57
"19675","SID20168102","Sem_3",46,46,96,55,46,81,57
"19676","SID20168102","Sem_4",87,72,97,60,40,97,87
"19677","SID20168102","Sem_5",82,93,54,64,59,41,61
"19678","SID20168102","Sem_6",92,54,63,54,96,72,51
"19679","SID20168102","Sem_7",96,52,55,83,73,46,47
"19680","SID20168102","Sem_8",68,52,89,70,65,82,88
"19681","SID20168118","Sem_1",54,80,57,82,49,81,41
"19682","SID20168118","Sem_2",87,87,42,75,53,61,85
"19683","SID20168118","Sem_3",74,88,89,84,75,96,76
"19684","SID20168118","Sem_4",90,44,95,81,96,86,43
"19685","SID20168118","Sem_5",59,65,82,86,80,46,45
"19687","SID20168118","Sem_7",75,85,23,85,44,85,42
"19688","SID20168118","Sem_8",74,52,64,83,79,95,61
"19689","SID20168119","Sem_1",59,87,44,58,63,43,76
"19690","SID20168119","Sem_2",94,54,65,100,99,45,58
"19691","SID20168119","Sem_3",62,92,65,71,77,98,62
"19692","SID20168119","Sem_4",65,76,65,98,76,73,58
"19694","SID20168119","Sem_6",46,98,59,89,43,40,63
"19695","SID20168119","Sem_7",53,100,54,45,67,75,97
"19696","SID20168119","Sem_8",79,71,61,51,89,71,86
"19697","SID20168123","Sem_1",57,78,59,84,49,62,61
"19698","SID20168123","Sem_2",56,79,51,80,100,45,63
"19700","SID20168123","Sem_4",58,77,54,49,62,95,93
"19701","SID20168123","Sem_5",83,67,98,43,60,53,79
"19702","SID20168123","Sem_6",67,65,41,56,79,84,47
"19703","SID20168123","Sem_7",73,48,99,85,27,53,89
"19704","SID20168123","Sem_8",65,98,65,72,93,96,78
"19705","SID20168127","Sem_1",69,75,73,82,69,100,76
"19706","SID20168127","Sem_2",99,96,99,48,97,74,42
"19707","SID20168127","Sem_3",58,97,55,92,94,78,91
"19708","SID20168127","Sem_4",67,95,64,94,65,98,91
"19709","SID20168127","Sem_5",98,68,41,64,81,92,70
"19710","SID20168127","Sem_6",65,46,40,72,73,100,77
"19711","SID20168127","Sem_7",75,54,62,78,45,95,74
"19712","SID20168127","Sem_8",53,40,72,76,97,84,43
"19713","SID20168129","Sem_1",92,58,59,58,83,63,59
"19714","SID20168129","Sem_2",53,74,40,96,40,40,61
"19715","SID20168129","Sem_3",54,58,72,77,53,62,61
"19716","SID20168129","Sem_4",55,61,51,57,66,61,93
"19717","SID20168129","Sem_5",73,86,72,86,51,67,69
"19718","SID20168129","Sem_6",69,94,70,68,72,92,46
"19719","SID20168129","Sem_7",96,86,83,77,63,93,78
"19720","SID20168129","Sem_8",87,88,86,62,78,96,46
"19721","SID20168130","Sem_1",97,51,98,97,57,61,43
"19722","SID20168130","Sem_2",65,91,94,56,91,50,60
"19724","SID20168130","Sem_4",50,66,92,82,65,56,61
"19725","SID20168130","Sem_5",89,78,81,44,97,65,96
"19726","SID20168130","Sem_6",63,70,59,93,90,49,81
"19727","SID20168130","Sem_7",94,68,79,86,70,47,80
"19729","SID20168145","Sem_1",62,53,59,43,61,69,98
"19730","SID20168145","Sem_2",74,68,68,52,74,77,98
"19731","SID20168145","Sem_3",74,67,76,91,86,61,87
"19732","SID20168145","Sem_4",54,45,94,96,75,48,99
"19735","SID20168145","Sem_7",81,53,59,50,97,54,55
"19736","SID20168145","Sem_8",82,69,98,51,68,95,58
"19737","SID20168160","Sem_1",52,49,87,41,95,90,44
"19738","SID20168160","Sem_2",59,75,65,55,58,78,60
"19739","SID20168160","Sem_3",90,55,100,59,90,80,91
"19740","SID20168160","Sem_4",82,96,65,65,91,67,50
"19741","SID20168160","Sem_5",29,91,63,51,56,51,88
"19742","SID20168160","Sem_6",64,94,48,83,72,82,98
"19743","SID20168160","Sem_7",93,84,71,91,64,49,66
"19745","SID20168164","Sem_1",41,43,48,85,64,94,42
"19746","SID20168164","Sem_2",84,70,53,92,77,61,41
"19747","SID20168164","Sem_3",67,95,62,47,55,48,78
"19748","SID20168164","Sem_4",70,62,56,77,63,68,40
"19749","SID20168164","Sem_5",52,71,93,91,75,51,79
"19750","SID20168164","Sem_6",54,96,69,81,42,68,99
"19751","SID20168164","Sem_7",98,89,89,87,80,72,50
"19752","SID20168164","Sem_8",64,89,53,72,83,88,99
"19753","SID20168183","Sem_1",64,95,57,63,76,40,89
"19754","SID20168183","Sem_2",62,62,54,45,96,43,88
"19755","SID20168183","Sem_3",90,97,49,96,97,51,96
"19756","SID20168183","Sem_4",80,63,71,81,80,88,42
"19757","SID20168183","Sem_5",98,55,68,71,88,40,64
"19758","SID20168183","Sem_6",99,43,69,61,52,90,66
"19759","SID20168183","Sem_7",97,21,40,50,64,90,58
"19760","SID20168183","Sem_8",46,98,86,43,55,58,61
"19761","SID20168199","Sem_1",78,42,95,56,62,93,42
"19762","SID20168199","Sem_2",77,46,76,57,69,72,88
"19763","SID20168199","Sem_3",57,75,72,59,52,79,94
"19764","SID20168199","Sem_4",51,57,69,41,72,53,54
"19765","SID20168199","Sem_5",84,53,68,83,48,68,40
"19766","SID20168199","Sem_6",40,56,82,66,41,66,87
"19767","SID20168199","Sem_7",57,65,56,77,80,79,50
"19768","SID20168199","Sem_8",100,95,44,62,43,90,70
"19769","SID20168234","Sem_1",56,65,55,47,64,52,86
"19770","SID20168234","Sem_2",100,52,85,56,53,96,51
"19771","SID20168234","Sem_3",86,96,55,99,50,84,40
"19772","SID20168234","Sem_4",49,75,65,68,77,53,74
"19773","SID20168234","Sem_5",76,52,62,88,86,51,55
"19774","SID20168234","Sem_6",51,45,93,95,55,50,55
"19775","SID20168234","Sem_7",51,60,89,42,48,76,83
"19776","SID20168234","Sem_8",53,88,83,82,92,75,67
"19778","SID20168235","Sem_2",74,49,63,59,67,70,62
"19779","SID20168235","Sem_3",90,77,64,63,98,61,72
"19780","SID20168235","Sem_4",66,83,54,70,58,53,63
"19781","SID20168235","Sem_5",75,91,87,100,48,65,84
"19782","SID20168235","Sem_6",98,85,83,79,81,46,90
"19783","SID20168235","Sem_7",50,55,65,96,51,41,65
"19785","SID20168252","Sem_1",40,82,93,95,82,46,69
"19786","SID20168252","Sem_2",78,100,62,53,44,62,74
"19787","SID20168252","Sem_3",62,70,85,76,43,99,56
"19789","SID20168252","Sem_5",55,97,87,47,70,42,41
"19790","SID20168252","Sem_6",83,94,54,64,96,48,67
"19791","SID20168252","Sem_7",58,59,43,85,72,43,65
"19792","SID20168252","Sem_8",42,96,68,98,89,70,73
"19793","SID20168281","Sem_1",87,95,71,75,41,99,45
"19794","SID20168281","Sem_2",73,88,85,79,87,94,50
"19795","SID20168281","Sem_3",57,73,41,88,94,89,57
"19796","SID20168281","Sem_4",43,75,56,99,94,22,64
"19797","SID20168281","Sem_5",97,91,19,52,47,49,87
"19798","SID20168281","Sem_6",62,84,84,89,98,81,96
"19799","SID20168281","Sem_7",50,41,47,94,41,43,73
"19800","SID20168281","Sem_8",83,46,68,79,83,76,75
"19801","SID20168295","Sem_1",100,44,45,67,62,76,69
"19802","SID20168295","Sem_2",57,88,67,79,65,46,100
"19803","SID20168295","Sem_3",77,86,80,58,56,84,72
"19804","SID20168295","Sem_4",96,80,51,61,65,79,46
"19805","SID20168295","Sem_5",78,70,61,96,59,79,72
"19806","SID20168295","Sem_6",42,41,82,64,72,56,79
"19807","SID20168295","Sem_7",83,91,24,44,92,99,96
"19808","SID20168295","Sem_8",40,86,53,64,69,97,60
"19809","SID20168333","Sem_1",81,73,75,69,85,87,71
"19812","SID20168333","Sem_4",92,51,52,59,75,40,54
"19813","SID20168333","Sem_5",63,93,100,65,46,72,78
"19815","SID20168333","Sem_7",71,55,57,58,98,45,61
"19817","SID20168336","Sem_1",74,88,95,49,57,92,77
"19819","SID20168336","Sem_3",29,66,98,91,91,42,74
"19820","SID20168336","Sem_4",78,90,83,49,75,97,59
"19821","SID20168336","Sem_5",94,41,47,53,64,76,89
"19822","SID20168336","Sem_6",96,75,90,89,70,76,60
"19823","SID20168336","Sem_7",78,41,82,87,45,60,88
"19824","SID20168336","Sem_8",49,76,95,46,76,99,98
"19826","SID20168348","Sem_2",54,47,61,75,67,43,76
"19827","SID20168348","Sem_3",51,43,41,99,47,43,100
"19829","SID20168348","Sem_5",45,41,66,94,51,41,74
"19830","SID20168348","Sem_6",78,43,89,55,90,61,92
"19831","SID20168348","Sem_7",57,87,67,57,65,79,45
"19832","SID20168348","Sem_8",79,50,95,94,26,43,58
"19833","SID20168359","Sem_1",88,58,47,95,82,92,46
"19834","SID20168359","Sem_2",51,88,65,74,73,91,70
"19835","SID20168359","Sem_3",51,72,44,44,44,77,100
"19836","SID20168359","Sem_4",75,84,48,76,77,61,47
"19837","SID20168359","Sem_5",41,56,52,89,63,87,23
"19839","SID20168359","Sem_7",54,91,73,26,51,60,69
"19841","SID20168364","Sem_1",84,95,67,89,67,26,68
"19842","SID20168364","Sem_2",87,42,85,61,50,72,95
"19843","SID20168364","Sem_3",98,71,69,73,82,94,78
"19845","SID20168364","Sem_5",84,59,96,44,68,52,56
"19846","SID20168364","Sem_6",44,81,56,71,100,100,63
"19847","SID20168364","Sem_7",57,50,86,84,73,84,97
"19849","SID20168373","Sem_1",50,51,74,74,62,43,52
"19850","SID20168373","Sem_2",85,59,68,93,94,93,83
"19851","SID20168373","Sem_3",80,81,97,100,74,90,90
"19852","SID20168373","Sem_4",79,51,57,68,49,75,61
"19853","SID20168373","Sem_5",74,98,78,59,27,67,95
"19854","SID20168373","Sem_6",79,42,59,96,84,54,71
"19855","SID20168373","Sem_7",55,96,87,25,92,74,90
"19856","SID20168373","Sem_8",63,81,83,55,59,50,55
"19857","SID20168399","Sem_1",79,74,48,96,49,49,48
"19858","SID20168399","Sem_2",46,83,62,54,53,81,79
"19860","SID20168399","Sem_4",79,44,70,80,66,73,40
"19861","SID20168399","Sem_5",75,72,95,46,89,78,94
"19863","SID20168399","Sem_7",63,55,99,62,46,58,59
"19864","SID20168399","Sem_8",95,65,100,44,59,96,77
"19865","SID20168404","Sem_1",100,82,55,52,62,77,55
"19866","SID20168404","Sem_2",71,53,73,77,75,71,44
"19867","SID20168404","Sem_3",60,50,76,44,94,41,59
"19868","SID20168404","Sem_4",56,57,84,52,75,80,62
"19870","SID20168404","Sem_6",53,69,26,44,81,48,94
"19871","SID20168404","Sem_7",60,44,77,51,71,48,100
"19872","SID20168404","Sem_8",64,94,91,52,62,92,63
"19873","SID20168425","Sem_1",83,99,59,82,83,75,78
"19874","SID20168425","Sem_2",62,100,44,98,67,81,67
"19876","SID20168425","Sem_4",57,83,82,83,78,64,66
"19877","SID20168425","Sem_5",81,80,45,59,98,47,62
"19878","SID20168425","Sem_6",82,66,62,93,95,49,67
"19879","SID20168425","Sem_7",66,61,77,41,48,90,42
"19880","SID20168425","Sem_8",57,50,45,53,94,76,43
"19881","SID20168442","Sem_1",82,47,75,43,80,65,88
"19882","SID20168442","Sem_2",90,87,94,49,62,44,73
"19883","SID20168442","Sem_3",65,77,59,73,91,40,50
"19884","SID20168442","Sem_4",91,76,44,92,41,54,91
"19886","SID20168442","Sem_6",98,48,76,64,62,89,55
"19888","SID20168442","Sem_8",46,53,63,74,55,52,75
"19889","SID20168453","Sem_1",58,53,59,86,88,51,88
"19890","SID20168453","Sem_2",96,42,92,77,96,89,79
"19891","SID20168453","Sem_3",76,60,20,65,53,71,83
